post_title;post_name;post_parent;ID;post_content;post_excerpt;post_status;post_password;menu_order;post_date;post_author;comment_status;sku;parent_sku;children;downloadable;virtual;stock;regular_price;sale_price;weight;length;width;height;tax_class;visibility;stock_status;backorders;sold_individually;low_stock_amount;manage_stock;tax_status;upsell_ids;crosssell_ids;purchase_note;sale_price_dates_from;sale_price_dates_to;download_limit;download_expiry;product_url;button_text;images;downloadable_files;product_page_url;meta:total_sales;meta:_global_unique_id;meta:_aioseo_title;meta:_aioseo_description;meta:_aioseo_keywords;meta:_aioseo_og_title;meta:_aioseo_og_description;meta:_aioseo_twitter_title;meta:_aioseo_og_article_tags;meta:_aioseo_twitter_description;tax:product_type;tax:product_visibility;tax:product_cat;tax:product_tag;tax:product_shipping_class;tax:product_brand;attribute:Marca;attribute_data:Marca
"Vetrina vini cuvee 400 ns.esposizione";vetrina-vini-cuvee-400-ns-esposizione;;8058339386279;"<strong>Vetrina vini cuvee 400 ns.esposizione</strong>

- Temperatura positiva +5/+15 C
- Illuminazione a led
- Ripiani in rovere
- Potenza: 0.138 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Vetrina vini cuvee 400 ns.esposizione</strong>

- Temperatura positiva +5/+15 C
- Illuminazione a led
- Ripiani in rovere
- Potenza: 0.138 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2024-11-05 12:58:10";4163;open;A2327T;;;no;no;;1395;;;60;65;180;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2024/11/2327T-scaled.jpg ! alt :  ! title : 2327T ! desc :  ! caption : ";;https://www.borz.it/prodotto/vetrina-vini-cuvee-400-ns-esposizione/;0;;;;;;;;;;simple;;Occasioni;;;;Mondial;0|1|0
"Lavastoviglie professionale a capote Zanussi ZHT8I usata";lavastoviglie-professionale-a-capote-zanussi-zht8i-usata;;8058339391769;"<strong>Lavastoviglie professionale a capote Zanussi ZHT8I usata</strong>
- Cesto 50 x 50
- Alimentazione elettrica trifase
- Revisionata
- Dimensioni(LxPxH): 54x61x155
- Potenza Max: 12.9 Kw 
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavastoviglie professionale a capote Zanussi ZHT8I usata</strong>
- Cesto 50 x 50
- Alimentazione elettrica trifase
- Revisionata
- Dimensioni(LxPxH): 54x61x155
- Potenza Max: 12.9 Kw 
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-02-28 12:00:00";4163;open;ZHT8I;;;no;no;;2990;;;54;61;155;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/02/ZHT8I.jpg ! alt :  ! title : ZHT8I ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavastoviglie-professionale-a-capote-zanussi-zht8i-usata/;0;;;;[];;;;[];;simple;;Occasioni;;;;Zanussi;0|1|0
"Produttore di ghiaccio professionale Kastel SP 50/25 usato";produttore-di-ghiaccio-professionale-kastel-sp-50-25-usato;;8058339391770;"<strong>Produttore di ghiaccio professionale Kastel SP 50/25 usato</strong>
- Telaio in acciaio
- Produzione Giornaliera: 50 kg
- Riserva: 25 kg
- Alimentazione elettrica monofase
- Revisionato
- Dim: 50x58.5x79.5 cm
- Potenza: 0.79 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Produttore di ghiaccio professionale Kastel SP 50/25 usato</strong>
- Telaio in acciaio
- Produzione Giornaliera: 50 kg
- Riserva: 25 kg
- Alimentazione elettrica monofase
- Revisionato
- Dim: 50x58.5x79.5 cm
- Potenza: 0.79 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-02-28 12:00:00";4163;open;SP5025;;;no;no;;1150;;49;50;58.5;79.5;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/02/SP5025.jpg ! alt :  ! title : SP5025 ! desc :  ! caption : ";;https://www.borz.it/prodotto/produttore-di-ghiaccio-professionale-kastel-sp-50-25-usato/;0;;;;[];;;;[];;simple;;Occasioni;;;;Kastel;0|1|0
"Lavastoviglie professionale Elettrobar OCEAN 360 DP usata";lavastoviglie-professionale-elettrobar-ocean-360-dp-usata;;8058339391772;"<strong>Lavastoviglie professionale Elettrobar OCEAN 360 DP usata</strong>
- Cesto 50x50
- Telaio in acciaio inox
- Alimentazione elettrica trifase
- Controllo elettronico
- Potenza: 5.55 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavastoviglie professionale Elettrobar OCEAN 360 DP usata</strong>
- Cesto 50x50
- Telaio in acciaio inox
- Alimentazione elettrica trifase
- Controllo elettronico
- Potenza: 5.55 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-02-28 12:00:00";4163;open;360DP;;;no;no;;1575;;;57.5;60.5;82;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/02/360DP.jpg ! alt :  ! title : 360DP ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavastoviglie-professionale-elettrobar-ocean-360-dp-usata/;0;;;;[];;;;[];;simple;;Occasioni;;;;Elettrobar;0|1|0
"Lavastoviglie a capote professionale Mach MS9120A usata";lavastoviglie-a-capote-professionale-mach-ms9120a-usata;;8058339391773;"<strong>Lavastoviglie a capote professionale Mach MS9120A usata</strong>
- In acciaio inox
- Incluso dosatore brillantante
- Alimentazione elettrica trifase
- Giranti e ugelli in acciaio inox
- Revisionata, in condizioni ottime
- Dim: 63.5x73.5x146 LxPxH
- Potenza: 6.9 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavastoviglie a capote professionale Mach MS9120A usata</strong>
- In acciaio inox
- Incluso dosatore brillantante
- Alimentazione elettrica trifase
- Giranti e ugelli in acciaio inox
- Revisionata, in condizioni ottime
- Dim: 63.5x73.5x146 LxPxH
- Potenza: 6.9 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-02-28 12:00:00";4163;open;MS9120A;;;no;no;;3990;;128;63.5;73.5;146;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/02/MS9150A.jpg ! alt :  ! title : MS9150A ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavastoviglie-a-capote-professionale-mach-ms9120a-usata/;0;;;;[];;;;[];;simple;;Occasioni;;;;Mach;0|1|0
"Vetrina Refrigerata Self Moltinox usata";vetrina-refrigerata-self-moltinox-usata;;8058339391796;"<strong>Vetrina refrigerata Self Moltinox usata</strong>

Caratteristiche:
-Dim: 160x80x190
- 4 porte
- 4 piani
- Vetrine dietro usurate
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Vetrina refrigerata Self Moltinox usata</strong>

Caratteristiche:
-Dim: 160x80x190
- 4 porte
- 4 piani
- Vetrine dietro usurate
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-03-12 14:00:00";4163;open;BUVMU1;;;no;no;;1200;;;160;80;190;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/03/VMOLTINOXUSATO.jpg ! alt :  ! title : VMOLTINOXUSATO ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/03/VMOLTINOXUSATO2.jpg ! alt :  ! title : VMOLTINOXUSATO2 ! desc :  ! caption : ";;https://www.borz.it/prodotto/vetrina-refrigerata-self-moltinox-usata/;0;;;;[];;;;[];;simple;;Occasioni;;;;Multinox;0|1|0
"Bagno Maria Self Modular usato";bagno-maria-self-modular-usato;;8058339391797;"<strong>Bagno Maria Self Modular usato</strong>
Unita bagnomaria su armadio caldo con ante

Caratteristiche:
- Dim: 200x80x130
- Potenza KW: 9.6
- Volt: 400
- Temperatura: Serbatoio e base 0 - +90C
- 5x 1/1 GN
- Potenza: 5.82 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Bagno Maria Self Modular usato</strong>
Unita bagnomaria su armadio caldo con ante

Caratteristiche:
- Dim: 200x80x130
- Potenza KW: 9.6
- Volt: 400
- Temperatura: Serbatoio e base 0 - +90C
- 5x 1/1 GN
- Potenza: 5.82 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-03-12 14:00:00";4163;open;EBMAC20;;;no;no;;1400;;180;200;80;130;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/03/EBMAC20.jpg ! alt :  ! title : EBMAC20 ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/03/EBMAC202.jpg ! alt :  ! title : EBMAC202 ! desc :  ! caption : ";;https://www.borz.it/prodotto/bagno-maria-self-modular-usato/;0;;;;[];;;;[];;simple;;Occasioni;;;;Modular;0|1|0
"Armadio refrigerato a doppia anta 1400lt Zanussi usato";armadio-refrigerato-a-doppia-anta-1400lt-zanussi-usato;;8058339391798;"<strong>Armadio refrigerato a doppia anta Zanussi usato</strong>
- Capienza: 1400lt
- 2 ante
- Refrigerazione ventilata
- Range di temperatura: -2 + 10 gradi
- Termostato elettrico con temperatura regolabile
- Display
- Sbrinamento incluso
- In acciaio inox
- piedini regolabili
- alimentazione elettrica monofase
- Motore incorporato
- Dimensioni: 140 x 80 x 200 cm LxPxH
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Armadio refrigerato a doppia anta Zanussi usato</strong>
- Capienza: 1400lt
- 2 ante
- Refrigerazione ventilata
- Range di temperatura: -2 + 10 gradi
- Termostato elettrico con temperatura regolabile
- Display
- Sbrinamento incluso
- In acciaio inox
- piedini regolabili
- alimentazione elettrica monofase
- Motore incorporato
- Dimensioni: 140 x 80 x 200 cm LxPxH
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-03-12 14:00:00";4163;open;BUARZU1;;;no;no;;1250;;;140;80;200;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/03/Armadio_Refrigerato_Zanussi_usato-2.jpg ! alt :  ! title : Armadio_Refrigerato_Zanussi_usato ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/03/ARMZANUSSIUSATO2.jpg ! alt :  ! title : ARMZANUSSIUSATO2 ! desc :  ! caption : ";;https://www.borz.it/prodotto/armadio-refrigerato-a-doppia-anta-1400lt-zanussi-usato/;0;;;;[];;;;[];;simple;;Occasioni;;;;Zanussi;0|1|0
"Armadio refrigerato a doppia anta 1400lt Desmon usato";armadio-refrigerato-a-doppia-anta-1400lt-desmon-usato;;8058339391799;"<strong>Frigo doppia anta Desmon</strong>
- Temp. positiva
- Capacita 1400 lt
- Alimentazione elettrica monofase
- Dim: 140x80x200 LxPxH
- Potenza: 0.687 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Frigo doppia anta Desmon</strong>
- Temp. positiva
- Capacita 1400 lt
- Alimentazione elettrica monofase
- Dim: 140x80x200 LxPxH
- Potenza: 0.687 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-03-12 14:00:00";4163;open;BPSM14;;;no;no;;1150;;;140;80;200;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/03/BPSM14.jpg ! alt :  ! title : BPSM14 ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/03/BPSM142.jpg ! alt :  ! title : BPSM142 ! desc :  ! caption : ";;https://www.borz.it/prodotto/armadio-refrigerato-a-doppia-anta-1400lt-desmon-usato/;0;;;;[];;;;[];;simple;;Occasioni;;;;Desmon;0|1|0
"Armadio refrigerato temp. positiva capacita 600 lt Mondial usato";armadio-refrigerato-temp-positiva-capacita-600-lt-mondial-usato;;8058339391829;"<strong>Armadio refrigerato temp. positiva capacita 600 lt Mondial usato</strong>
- Temperatura positiva
- In Acciaio inox
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Armadio refrigerato temp. positiva capacita 600 lt Mondial usato</strong>
- Temperatura positiva
- In Acciaio inox
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2024-03-19 12:00:00";4163;open;100010109;;;no;no;;750;;;77;72;180;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/03/EBA191143.jpg ! alt :  ! title : EBA191143 ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/03/EBA191143-1.jpg ! alt :  ! title : EBA191143-1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/armadio-refrigerato-temp-positiva-capacita-600-lt-mondial-usato/;0;;;;[];;;;[];;simple;;Occasioni;;;;Mondial;0|1|0
"Armadio refrigerato temp. positiva capacita 600 lt Mareno usato";armadio-refrigerato-temp-positiva-capacita-600-lt-mareno-usato;;8058339391830;"<strong>Armadio refrigerato temp. positiva capacita 600 lt Mareno usato</strong>
- Temperatura positiva
- In Acciaio inox
- Dim: 70x80x200
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Armadio refrigerato temp. positiva capacita 600 lt Mareno usato</strong>
- Temperatura positiva
- In Acciaio inox
- Dim: 70x80x200
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2024-03-19 12:00:00";4163;open;AFRU-7;;;no;no;;750;;;70;80;200;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/03/AFRU7.jpg ! alt :  ! title : AFRU7 ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/03/AFRU7-1.jpg ! alt :  ! title : AFRU7-1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/armadio-refrigerato-temp-positiva-capacita-600-lt-mareno-usato/;0;;;;[];;;;[];;simple;;Occasioni;;;;Mareno;0|1|0
"Vetrina espositiva Afinox usata";vetrina-espositiva-afinox-usata;;8058339391831;"<strong>Vetrina espositiva Afinox usata</strong>
- Dim: 215x85x105
- Potenza: 0.429 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Vetrina espositiva Afinox usata</strong>
- Dim: 215x85x105
- Potenza: 0.429 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2024-03-19 12:00:00";4163;open;9SAM6NFCIE001;;;no;no;;495;;;215;85;105;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/03/9SAM6NFCIE001.jpg ! alt :  ! title : 9SAM6NFCIE001 ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/03/9SAM6NFCIE001-1.jpg ! alt :  ! title : 9SAM6NFCIE001-1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/vetrina-espositiva-afinox-usata/;0;;;;[];;;;[];;simple;;Occasioni;;;;Afinox;0|1|0
"Arrotondatrice impasto pizza Cuppone Bernini 280 nuovo";arrotondatrice-impasto-pizza-cuppone-bernini-280-800-nuovo;;8058339391907;"<strong>Arrotondatrice impasto pizza cuppone Bernini 280/800 nuovo</strong>
- Alimentazione elettrica monofase
- Sv ruote
- Dim 40x56x65
- Potenza: 0.37 Kw 
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Arrotondatrice impasto pizza cuppone Bernini 280/800 nuovo</strong>
- Alimentazione elettrica monofase
- Sv ruote
- Dim 40x56x65
- Potenza: 0.37 Kw 
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-02 12:58:10";4163;open;Bernini280;;;no;no;;3505.5;;;40;56;65;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/Bernini280-1-scaled.jpeg ! alt :  ! title : Bernini280-1.jpeg ! desc :  ! caption : ";;https://www.borz.it/prodotto/arrotondatrice-impasto-pizza-cuppone-bernini-280-800-nuovo/;0;;;;;;;;;;simple;;Occasioni;;;;Cuppone;0|1|0
"Ivario pro 2s Rational sala espositiva";ivario-pro-2s-rational-sala-espositiva;;8058339391909;"<strong>Ivario pro 2s Rational sala espositiva</strong>
- Alimentazione elettrica trifase
- Completo di supporto con piani estraibili
- Completo di 1 cesto friggitrice + 1 cesto cuocipasta
- Dim 110x88x90
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Ivario pro 2s Rational sala espositiva</strong>
- Alimentazione elettrica trifase
- Completo di supporto con piani estraibili
- Completo di 1 cesto friggitrice + 1 cesto cuocipasta
- Dim 110x88x90
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-02 12:58:10";4163;open;IvarioPRO2S;;;no;no;;15045;;;110;88;90;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/Ivariopro2s-1-scaled.jpeg ! alt :  ! title : Ivariopro2s-1.jpeg ! desc :  ! caption : ";;https://www.borz.it/prodotto/ivario-pro-2s-rational-sala-espositiva/;0;;;;;;;;;;simple;;Occasioni;;;;Rational;0|1|0
"Produttore di ghiaccio IM 21 Hoshizaki (sala demo)";produttore-di-ghiaccio-im-21-hoshizaki-sala-demo;;8058339391912;"<strong>Produttore di ghiaccio IM 21 Hoshizaki </strong>
- Perfette condizioni
- Produzione 20kg/24h
- Dim 70x47x120
- Potenza: 0.41 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Produttore di ghiaccio IM 21 Hoshizaki </strong>
- Perfette condizioni
- Produzione 20kg/24h
- Dim 70x47x120
- Potenza: 0.41 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-02 12:58:10";4163;open;L00350F;;;no;no;;2214;;;70;47;120;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/L00350F-1-scaled.jpeg ! alt :  ! title : L00350F-1.jpeg ! desc :  ! caption : ";;https://www.borz.it/prodotto/produttore-di-ghiaccio-im-21-hoshizaki-sala-demo/;0;;;;;;;;;;simple;;Occasioni;;;;Hoshizaki;0|1|0
"Lavatrice professionale miele nuova PWM908DB SST";lavatrice-professionale-miele-nuova-pwm908db-sst;;8058339391916;"<strong>Lavatrice professionale miele nuova PWM908DB SST</strong>
- Alimentazione elettrica
- Capacita: 8 kg con valvola di scarico
- Dim 60x64x83
- Potenza: 5.5 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavatrice professionale miele nuova PWM908DB SST</strong>
- Alimentazione elettrica
- Capacita: 8 kg con valvola di scarico
- Dim 60x64x83
- Potenza: 5.5 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-02 12:58:10";4163;open;PWM908DV;;;no;no;;4310;;;60;64;83;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/PWM908DV-1-scaled.jpeg ! alt :  ! title : PWM908DV-1.jpeg ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavatrice-professionale-miele-nuova-pwm908db-sst/;0;;;;;;;;;;simple;;Occasioni;;;;Miele;0|1|0
"Cuocipasta a gas usato";cuocipasta-a-gas-usato;;8058339391993;"<strong>Cuocipasta a gas usato</strong>
- Con armadio chiuso da anta
- Rubinetto carico acqua
- Dim 40x72x85
- Potenza:  8.5 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Cuocipasta a gas usato</strong>
- Con armadio chiuso da anta
- Rubinetto carico acqua
- Dim 40x72x85
- Potenza:  8.5 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-21 12:00:00";4163;open;DR0882558;;;no;no;;970;;;40;72;85;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/DR0882558-1-scaled.jpg ! alt :  ! title : DR0882558-1.jpg ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/04/DR0882558_1-scaled.jpg ! alt :  ! title : DR0882558_1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/cuocipasta-a-gas-usato/;0;;;;[];;;;[];;simple;;Occasioni;;;;MBM;0|1|0
"Frytop a gas Gico usata";frytop-a-gas-gico-usata;;8058339391995;"<strong>Frytop a gas Gico usata</strong>
- Dim 40x90x90
- Alimentazione a gas
- Piastra Rigata
- Potenza: 7.3 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Frytop a gas Gico usata</strong>
- Dim 40x90x90
- Alimentazione a gas
- Piastra Rigata
- Potenza: 7.3 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-21 12:00:00";4163;open;AS44926001;;;no;no;;1100;;;40;90;90;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/AS44926001-1-scaled.jpg ! alt :  ! title : AS44926001-1.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/frytop-a-gas-gico-usata/;0;;;;;;;;;;simple;;Occasioni;;;;Gico;0|1|0
"Fry top usata";fry-top-usata;;8058339391997;"<strong>Fry top usata</strong>
- Alimentazione a gas
- Rigata
- Dim 40x75x90
- Potenza: 5.5 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Fry top usata</strong>
- Alimentazione a gas
- Rigata
- Dim 40x75x90
- Potenza: 5.5 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-21 12:00:00";4163;open;GFTA477R;;;no;no;;570;;;40;75;90;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/GFTA477R-1-scaled.jpg ! alt :  ! title : GFTA477R-1.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/fry-top-usata/;0;;;;;;;;;;simple;;Occasioni;;;;MBM;0|1|0
"Salamandra hendi usata";salamandra-hendi-usata;;8058339392008;"<strong>Salamandra hendi usata</strong>
Modello 600 - struttura in acciaio inox. Ideale per grigliare o mantenere caldi e croccanti piatti/panini.
Termostato regolabile fino a 300 C con luce di controllo.
2 zone riscaldabili separate.
Regolabile in altrezza mediante un sistema di sollevamento scorrevole.
Vaschetta di recupero estraibile con griglia 590x350 mm.
- Potenza: 3.6 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Salamandra hendi usata</strong>
Modello 600 - struttura in acciaio inox. Ideale per grigliare o mantenere caldi e croccanti piatti/panini.
Termostato regolabile fino a 300 C con luce di controllo.
2 zone riscaldabili separate.
Regolabile in altrezza mediante un sistema di sollevamento scorrevole.
Vaschetta di recupero estraibile con griglia 590x350 mm.
- Potenza: 3.6 Kw
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-22 12:00:00";4163;open;264706;;;no;no;;632.45;;;60;45;55;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/04/264706-1-scaled.jpg ! alt :  ! title : 264706-1.jpg ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/04/264706_1-scaled.jpg ! alt :  ! title : 264706_1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/salamandra-hendi-usata/;0;;;;[];;;;[];;simple;;Occasioni;;;;Hendi;0|1|0
"Lavello Inox 150x70xh84 usato";lavello-inox-150x70xh84-usato;;8058339392073;"<strong>Lavello Inox 150x70xh84 usato</strong>
- In acciaio inox
- Vasca a dx
- Alzatina lat destra
- Ripiano di fondo
- Dim 150x70x84
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Lavello Inox 150x70xh84 usato</strong>
- In acciaio inox
- Vasca a dx
- Alzatina lat destra
- Ripiano di fondo
- Dim 150x70x84
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;LVINOX150/70;;;no;no;;670;;;150;70;84;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/LVINOX150-70.jpg ! alt :  ! title : LVINOX150-70 ! desc :  ! caption : ";;https://www.borz.it/prodotto/lavello-inox-150x70xh84-usato/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
"Stazione Cocktail usata";stazione-cocktail-usata;;8058339392074;"<strong>Stazione Cocktail usata</strong>
- Dim 117x68x81
- In acciaio inox
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Stazione Cocktail usata</strong>
- Dim 117x68x81
- In acciaio inox
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;SCINOX177;;;no;no;;1270;;;117;68;81;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/SCINOX177.jpg ! alt :  ! title : SCINOX177 ! desc :  ! caption :  | https://www.borz.it/wp-content/uploads/2025/05/SCINOX177_1.jpg ! alt :  ! title : SCINOX177_1 ! desc :  ! caption : ";;https://www.borz.it/prodotto/stazione-cocktail-usata/;0;;;;[];;;;[];;simple;;Occasioni;;;;;0|1|0
"Carrello Inox sala espositiva";carrello-inox-sala-espositiva;;8058339392075;"<strong>Carrello Inox sala espositiva</strong>
- A 6 ripiani
- In acciaio Inox
- Dim: 55x55x175
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Carrello Inox sala espositiva</strong>
- A 6 ripiani
- In acciaio Inox
- Dim: 55x55x175
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;CARR55/55;;;no;no;;395;;;55;55;175;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/CARR55-55-1-scaled.jpg ! alt :  ! title : CARR55-55-1.jpg ! desc :  ! caption : ";;https://www.borz.it/prodotto/carrello-inox-sala-espositiva/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
"Armadio Pensile Inox sala dimostrativa";armadio-pensile-inox-sala-dimostrativa;;8058339392077;"<strong>Armadio Pensile Inox sala dimostrativa</strong>
- Con ripiano intermedio
- Dim: 170x40x60
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";"<strong>Armadio Pensile Inox sala dimostrativa</strong>
- Con ripiano intermedio
- Dim: 170x40x60
<strong>Consegna e costi di spedizione da accordare salvo esaurimento scorta</strong>";publish;;0;"2025-04-30 12:00:00";4163;open;PEINOX170;;;no;no;;590;;;170;40;60;;;instock;no;no;;no;taxable;;;;;;'-1;'-1;;;"https://www.borz.it/wp-content/uploads/2025/05/PEINOX170.jpg ! alt :  ! title : PEINOX170 ! desc :  ! caption : ";;https://www.borz.it/prodotto/armadio-pensile-inox-sala-dimostrativa/;0;;;;;;;;;;simple;;Occasioni;;;;;0|1|0
